"geo_id","geo_type","name","name_uk"
261,"raion","Черкасская область, Чернобаевский район","Черкаська область, Чорнобаївський район"
262,"raion","Черкасская область, Каневский район","Черкаська область, Канівський район"
263,"raion","Харьковская область, Богодуховский район","Харківська область, Богодухівський район"
264,"raion","Николаевская область, Первомайский район","Миколаївська область, Первомайський район"
265,"raion","Кировоградская область, Компанеевский район","Кіровоградська область, Компаніївський район"
266,"raion","Луганская область, Лутугинский район","Луганська область, Лутугинський район"
267,"raion","Крым, Советский район","Крим, Совєтський район"
268,"raion","Киевская область, Иванковский район","Київська область, Іванківський район"
269,"raion","Кировоградская область, Александровский район","Кіровоградська область, Олександрівський район"
270,"raion","Кировоградская область, Ульяновский район","Кіровоградська область, Ульяновський район"
271,"raion","Сумская область, Роменский район","Сумська область, Роменський район"
272,"raion","Черниговская область, Куликовский район","Чернігівська область, Куликівський район"
273,"raion","Одесская область, Раздельнянский район","Одеська область, Роздільнянський район"
274,"raion","Херсонская область, Ивановский район","Херсонська область, Іванівський район"
275,"raion","Ивано-Франковская область, Калушский район","Івано-Франківська область, Калуський район"
276,"raion","Львовская область, Радеховский район","Львівська область, Радехівський район"
277,"raion","Ивано-Франковская область, Долинский район","Івано-Франківська область, Долинський район"
278,"raion","Николаевская область, Врадиевский район","Миколаївська область, Врадіївський район"
279,"raion","Ровенская область, Млиновский район","Рівненська область, Млинівський район"
280,"raion","Винницкая область, Хмельницкий район","Вінницька область, Хмільницький район"
281,"raion","Кировоградская область, Долинский район","Кіровоградська область, Долинський район"
282,"raion","Черкасская область, Драбовский район","Черкаська область, Драбівський район"
283,"raion","Николаевская область, Братский район","Миколаївська область, Братський район"
284,"raion","Львовская область, Старосамборский район","Львівська область, Старосамбірський район"
285,"raion","Николаевская область, Новобугский район","Миколаївська область, Новобузький район"
286,"raion","Львовская область, Стрыйский район","Львівська область, Стрийський район"
287,"raion","Николаевская область, Казанковский район","Миколаївська область, Казанківський район"
288,"raion","Одесская область, Березовский район","Одеська область, Березівський район"
289,"raion","Сумская область, Сумской район","Сумська область, Сумський район"
290,"raion","Херсонская область, Верхнерогачикский район","Херсонська область, Верхньорогачицький район"
291,"raion","Винницкая область, Могилев-Подольский район","Вінницька область, Могилів-Подільський район"
292,"raion","Волынская область, Ратновский район","Волинська область, Ратнівський район"
293,"raion","Закарпатская область, Виноградовский район","Закарпатська область, Виноградівський район"
294,"raion","Винницкая область, Шаргородский район","Вінницька область, Шаргородський район"
295,"raion","Хмельницкая область, Виньковецкий район","Хмельницька область, Віньковецький район"
296,"raion","Черкасская область, Лысянский район","Черкаська область, Лисянський район"
297,"raion","Николаевская область, Доманевский район","Миколаївська область, Доманівський район"
298,"raion","Хмельницкая область, Дунаевецкий район","Хмельницька область, Дунаєвецький район"
299,"raion","Черниговская область, Городнянский район","Чернігівська область, Городнянський район"
300,"raion","Житомирская область, Любарский район","Житомирська область, Любарський район"
301,"raion","Николаевская область, Очаковский район","Миколаївська область, Очаківський район"
302,"raion","Харьковская область, Валковский район","Харківська область, Валківський район"
303,"raion","Волынская область, Старовыжевский район","Волинська область, Старовижівський район"
304,"raion","Винницкая область, Томашпольский район","Вінницька область, Томашпільський район"
305,"raion","Ровенская область, Острожский район","Рівненська область, Острозький район"
306,"raion","Волынская область, Маневичский район","Волинська область, Маневицький район"
307,"raion","Харьковская область, Близнюковский район","Харківська область, Близнюківський район"
308,"raion","Житомирская область, Коростышевский район","Житомирська область, Коростишівський район"
309,"raion","Киевская область, Киево-Святошинский район","Київська область, Києво-Святошинський район"
310,"raion","Запорожская область, Бильмакский (Куйбышевский) район","Запорізька область, Більмацький (Куйбишевський) район"
311,"raion","Запорожская область, Бердянский район","Запорізька область, Бердянський район"
312,"raion","Одесская область, Болградский район","Одеська область, Болградський район"
313,"raion","Харьковская область, Краснокутский район","Харківська область, Краснокутський район"
314,"raion","Киевская область, Броварской район","Київська область, Броварський район"
315,"raion","Закарпатская область, Береговский район","Закарпатська область, Берегівський район"
316,"raion","Харьковская область, Нововодолажский район","Харківська область, Нововодолазький район"
317,"raion","Ровенская область, Березновский район","Рівненська область, Березнівський район"
318,"raion","Житомирская область, Бердичевский район","Житомирська область, Бердичівський район"
319,"raion","Львовская область, Бродовский район","Львівська область, Бродівський район"
320,"raion","Тернопольская область, Подволочисский район","Тернопільська область, Підволочиський район"
321,"raion","Житомирская область, Ружинский район","Житомирська область, Ружинський район"
322,"raion","Полтавская область, Кременчугский район","Полтавська область, Кременчуцький район"
323,"raion","Днепропетровская область, Новомосковский район","Дніпропетровська область, Новомосковський район"
324,"raion","Винницкая область, Жмеринский район","Вінницька область, Жмеринський район"
325,"raion","Тернопольская область, Подгаецкий район","Тернопільська область, Підгаєцький район"
326,"raion","Запорожская область, Новониколаевский район","Запорізька область, Новомиколаївський район"
327,"raion","Закарпатская область, Хустский район","Закарпатська область, Хустський район"
328,"raion","Тернопольская область, Зборовский район","Тернопільська область, Зборівський район"
329,"raion","Закарпатская область, Тячевский район","Закарпатська область, Тячівський район"
330,"raion","Сумская область, Середино-Будский район","Сумська область, Середино-Будський район"
331,"raion","Тернопольская область, Шумский район","Тернопільська область, Шумський район"
332,"raion","Хмельницкая область, Красиловский район","Хмельницька область, Красилівський район"
333,"raion","Крым, Раздольненский район","Крим, Роздольненський район"
334,"raion","Житомирская область, Черняховский район","Житомирська область, Черняхівський район"
335,"raion","Донецкая область, Мангушский (Першотравневый) район","Донецька область, Мангушський (Першотравневий) район"
336,"raion","Черниговская область, Сосницкий район","Чернігівська область, Сосницький район"
337,"raion","Донецкая область, Шахтёрский район","Донецька область, Шахтарський район"
338,"raion","Херсонская область, Нововоронцовский район","Херсонська область, Нововоронцовський район"
339,"raion","Кировоградская область, Светловодский район","Кіровоградська область, Світловодський район"
340,"raion","Днепропетровская область, Юрьевский район","Дніпропетровська область, Юр'ївський район"
341,"raion","Львовская область, Николаевский район","Львівська область, Миколаївський район"
342,"raion","Житомирская область, Брусиловский район","Житомирська область, Брусилівський район"
343,"raion","Ровенская область, Рокитновский район","Рівненська область, Рокитнівський район"
344,"raion","Житомирская область, Андрушевский район","Житомирська область, Андрушівський район"
345,"raion","Винницкая область, Гайсинский район","Вінницька область, Гайсинський район"
346,"raion","Крым, Кировский район","Крим, Кіровський район"
347,"raion","Николаевская область, Веселиновский район","Миколаївська область, Веселинівський район"
348,"raion","Днепропетровская область, Магдалиновский район","Дніпропетровська область, Магдалинівський район"
349,"raion","Хмельницкая область, Теофипольский район","Хмельницька область, Теофіпольський район"
350,"raion","Хмельницкая область, Летичевский район","Хмельницька область, Летичівський район"
351,"raion","Луганская область, Станично-Луганский район","Луганська область, Станично-Луганський район"
352,"raion","Полтавская область, Чернухинский район","Полтавська область, Чорнухинський район"
353,"raion","Ивано-Франковская область, Галичский район","Івано-Франківська область, Галицький район"
354,"raion","Николаевская область, Березнеговатский район","Миколаївська область, Березнегуватський район"
355,"raion","Полтавская область, Машевский район","Полтавська область, Машівський район"
356,"raion","Сумская область, Шосткинский район","Сумська область, Шосткинський район"
357,"raion","Ивано-Франковская область, Косовский район","Івано-Франківська область, Косівський район"
358,"raion","Полтавская область, Шишацкий район","Полтавська область, Шишацький район"
359,"raion","Черновицкая область, Новоселицкий район","Чернівецька область, Новоселицький район"
360,"raion","Николаевская область, Баштанский район","Миколаївська область, Баштанський район"
361,"raion","Кировоградская область, Устиновский район","Кіровоградська область, Устинівський район"
362,"raion","Херсонская область, Каланчакский район","Херсонська область, Каланчацький район"
363,"raion","Киевская область, Бориспольский район","Київська область, Бориспільський район"
364,"raion","Черкасская область, Жашковский район","Черкаська область, Жашківський район"
365,"raion","Днепропетровская область, Царичанский район","Дніпропетровська область, Царичанський район"
366,"raion","Харьковская область, Змиевский район","Харківська область, Зміївський район"
